ID,Timestamp,Examination Board,Year Completed HS,RP Admission Year,Combination,Department,Course,Year of Study,Mark_Biology,Mark_Chemistry,Mark_Entrepreneurship,Mark_General_Studies,Mark_Physics
1756500506241,2025-08-29T20:48:26.241Z,REB,2025,2025,PCB,Mining & Natural Resources,Mining Technology,Year 1,76,80,68,89,50
